#sample output from my pairs trading analysis for some ETFs I track.  Column 1 is the return value from cointegration, and the next two columns are the etf symbols that were used
0.13443628387241635;acwi;bib
0.09337995992694237;acwi;cure
0.08643660002170823;acwi;ddm
0.04430192781284411;acwi;dia
0.095384496817002;acwi;efa
0.09863187469027856;acwi;ewc
0.14778529739492247;acwi;ewg
0.06639883190661341;acwi;ewj
0.05579991001781273;acwi;ewt
0.1368166475921902;acwi;ewy
0.10915279620641223;acwi;ezj
0.08438813457450665;acwi;ezu
0.08179929097865325;acwi;fez
0.1433968072521479;acwi;gld
0.13879305834193756;acwi;iau
0.09326155196261966;acwi;ibb
0.07148289975261624;acwi;iefa
0.11167817526020604;acwi;iemg
0.08402513171184071;acwi;ihi
0.04064588496279388;acwi;ijr
0.05808323339092475;acwi;inda
0.07010080743649283;acwi;ivv
0.033686257138679974;acwi;iwd
0.03506960871193679;acwi;iwm
0.07587690076744731;acwi;iyr
0.08779854684242412;acwi;kbe
0.07700607225451041;acwi;kre
0.1355890279560888;acwi;mchi
0.11287097793839401;acwi;midu
0.06509380981010061;acwi;mvv
0.08840839988686254;acwi;oef
0.14571082049419995;acwi;pall
0.12415914983448556;acwi;qqq
0.10081297061712627;acwi;rxl
0.08060003422357569;acwi;spuu
0.06933566118499657;acwi;spy
0.13579044514053118;acwi;sso
0.13640206996922558;acwi;tlt
0.13603177846445438;acwi;tna
0.13732252047978233;acwi;ucc
0.07683638450833671;acwi;udow
0.09321670073313945;acwi;umdd
0.08831556285622297;acwi;upw
0.09643397056785032;acwi;ure
0.13455739293215044;acwi;urty
0.09230618322945436;acwi;uwm
0.07893075825666993;acwi;uxi
0.08429454296302663;acwi;uyg
0.0779365091464388;acwi;uym
0.09663573597234341;acwi;vea
0.11513447495000399;acwi;veu
0.09026998635847941;acwi;vgk
0.07686619274597925;acwi;vnq
0.04334218619280081;acwi;voo
0.05697025164065796;acwi;vti
0.1462887665286161;acwi;vwo
0.13319309556145464;acwi;xbi
0.1424958695835456;acwi;xhb
0.05817223343575923;acwi;xhs
0.023150538721158055;acwi;xlb
0.05323255668104829;acwi;xlf
0.0430146619627146;acwi;xli
0.06135367567149924;acwi;xlp
0.08904209492417466;acwi;xlre
0.060834759009752486;acwi;xlu
0.059875443343992286;acwi;xlv
0.06259890492384021;acwi;xly
0.08098115201804668;acwi;xrt
0.053973999350216434;agq;bis
0.09544704801391904;agq;boil
0.12458848218186523;agq;bzq
0.14244323717898355;agq;chau
0.13431462758378215;agq;dog
0.08944721519171041;agq;drv
0.094336525665152;agq;dug
0.09816571503507757;agq;dust
0.07740087366829773;agq;dxd
0.09765046828204357;agq;edz
0.0792385539514565;agq;eev
0.07304988924036365;agq;epv
0.09402372968306462;agq;ery
0.11289616736266103;agq;eum
0.08949270545428593;agq;faz
0.07301141376904395;agq;fxp
0.11383262345178789;agq;gll
0.058172462290308986;agq;nugt
0.11736075177299202;agq;psq
0.08686766988008623;agq;qid
0.09825110246316586;agq;rwm
0.13414287885903878;agq;sco
0.0638242549145028;agq;sdow
0.07608122225647009;agq;sds
0.12957963380933596;agq;sh
0.08587567710035957;agq;skf
0.09060652894754107;agq;spxs
0.07904732879896754;agq;spxu
0.069393735362762;agq;sqqq
0.09562685928968144;agq;srs
0.07433050295723508;agq;srty
0.14103422647713293;agq;tbt
0.0816845304291716;agq;tecs
0.09623475300455353;agq;tmv
0.08520587757755745;agq;twm
0.13365566376721172;agq;tyo
0.09065962479260262;agq;tza
0.11024314902360781;agq;uco
0.08506548747178602;agq;ung
0.08185364323834039;agq;vixm
0.04700559871457079;agq;vixy
0.06621429247655423;agq;yang
0.09248208381438842;agq;zsl
0.0455015757730124;amj;amlp
0.08583603100181368;amj;eww
0.10639091756871315;amj;feny
0.10222882805581274;amj;fxn
0.1076803818999985;amj;ixc
0.08882359124545035;amj;iye
0.10603010227249403;amj;vde
0.1292613143672828;amj;xle
0.11662738141211723;amlp;eww
0.1322224717223823;amlp;feny
0.11451550811534093;amlp;fxn
0.1365747040825704;amlp;ixc
0.11905098536552303;amlp;iye
0.1433789585951542;amlp;vde
0.10486871665316849;bib;chau
0.14583809521440722;bib;dia
0.1429129603938762;bib;eem
0.1340624196144386;bib;efa
0.1456614244431436;bib;ewg
0.14076538723110396;bib;ewh
0.11763654873768324;bib;ewj
0.13831644936068774;bib;ewy
0.10574243262240614;bib;ezj
0.13122265314211343;bib;ezu
0.1323211790844801;bib;fez
0.08670549413651796;bib;ibb
0.137961126015251;bib;iemg
0.1358033689775111;bib;ijr
0.12979308880386847;bib;iwd
